name,r1cs_size,simplify_time,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
CategoryTheory.ShortComplex.homMk_τ₂,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.HomologyData.exact_iff,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.Homotopy.equivSubZero_apply,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.leftHomologyFunctorOpNatIso_hom_app,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.leftRightHomologyComparison\\'_fac,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.moduleCatLeftHomologyData_π,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.mono_τ₂_of_exact_of_mono,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.opcycles_ext_iff,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.RightHomologyMapData.natTransApp_φH,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.SnakeInput.comp_f₁,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.ShortComplex.SnakeInput.P.proof_1,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.SmallObject.FunctorObjIndex.i,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.StrongEpiCategory.casesOn,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.StrongMono.rlp,-1,-1,-1,-1,-1,-1,-1,-1239
CategoryTheory.yonedaCompUliftFunctorEquiv.proof_2,-1,-1,-1,-1,-1,-1,-1,-1239
CauSeq.mul_equiv_mul,-1,-1,-1,-1,-1,-1,-1,-1239
ChainComplex.homology\\'ZeroIso.proof_7,-1,-1,-1,-1,-1,-1,-1,-1239
Classical.epsilon_singleton,-1,-1,-1,-1,-1,-1,-1,-1235
CoalgEquiv.coe_toEquiv_trans,-1,-1,-1,-1,-1,-1,-1,-1239
CochainComplex.HomComplex.Cochain.rightUnshift_units_smul,-1,-1,-1,-1,-1,-1,-1,-1239
CochainComplex.HomComplex.Cocycle.cochain_ofHom_homOf_eq_coe,-1,-1,-1,-1,-1,-1,-1,-1239
CochainComplex.HomComplex.Cocycle.leftShift.proof_1,1538689,19092628712,406745018767,559272340553,817,135918064041,1043160537,1
CommGroup.toDistribLattice.proof_1,-1,-1,-1,-1,-1,-1,-1,-1239
CommRingCat.instCreatesLimitRingCatForget₂.proof_3,-1,-1,-1,-1,-1,-1,-1,-1239
CommSemigroup.ext_iff,-1,-1,-1,-1,-1,-1,-1,-1000
commutatorElement_eq_one_iff_mul_comm,-1,-1,-1,-1,-1,-1,-1,-1239
compHausToTop_obj,-1,-1,-1,-1,-1,-1,-1,-1239
CompleteSublattice.coe_copy,-1,-1,-1,-1,-1,-1,-1,-1239
CompleteSublattice.comap_carrier,-1,-1,-1,-1,-1,-1,-1,-1239
Complex.addGroupWithOne.proof_8,-1,-1,-1,-1,-1,-1,-1,-1239
Complex.continuousOn_sin,-1,-1,-1,-1,-1,-1,-1,-1239
