name,r1cs_size,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
io.process.spawn_args.stdout._default.equations._eqn_1,72907,8910,31222,0,5866,5866,0
name.inhabited.equations._eqn_1,362329,340102,153334,2,55901,55901,0
tactic.dsimp_config.beta._default.equations._eqn_1,72085,7974,30386,0,5561,5561,0
feature_search.predictor_cfg.type._default.equations._eqn_1,72813,8464,30594,0,5709,5709,0
tactic.simp_config.trace_lemmas._default.equations._eqn_1,72179,13618,34186,0,7175,7175,0
tactic.simp_config.eta._default.equations._eqn_1,72085,8219,30334,0,5670,5670,0
tactic.rewrite_cfg.occs._default.equations._eqn_1,81119,10103,33609,0,6322,6322,0
cc_config.em._default.equations._eqn_1,72085,7985,30312,0,5555,5555,0
function.comp,61997,6996,23940,0,4539,4539,0
tactic.apply_cfg.auto_param._default.equations._eqn_1,72085,10644,32153,0,6021,6021,0
int.has_zero,69562,10177,30589,0,6216,6216,0
function.left_inverse,111744,14513,42981,0,8076,8076,0
tactic.unfold_proj_config.cases_on,149647,19210,52540,0,10434,10434,0
io.process.spawn_args.env._default,239596,200129,99236,2,31434,31434,0
exists_unique,177069,33868,72294,0,14374,14374,0
tactic.dunfold_config.cases_on,149647,24927,63141,0,12151,12151,0
arbitrary,188725,30591,74412,0,14382,-1,101
tactic.unfold_config.cases_on,148925,21474,61855,0,11801,11801,0
true.drec_on,145158,21993,60571,0,11711,11711,0
tactic.unfold_config.rec_on,148925,24653,62099,0,12008,12008,0
true.drec,145063,23427,61217,0,12077,12077,0
nat.below,225620,40034,86408,0,17221,-1,101
true.dcases_on,145158,26240,64457,1,14551,14551,0
flip,64054,7074,24388,0,4540,4540,0
tactic.unfold_proj_config.rec_on,149647,22537,62867,0,12102,12102,0
int.has_one,81738,9324,33182,0,6082,6082,0
int.has_coe.equations._eqn_1,196799,29981,64782,0,13313,13313,0
tactic.dsimp_config.max_steps,268035,64827,114095,0,23093,-1,101
nonempty.cases_on,154900,23454,63817,0,12445,12445,0
tactic.dsimp_config.beta,267465,69608,114472,0,23686,-1,101
nat.ibelow,213530,69082,88523,0,19818,-1,101
tactic.dsimp_config.unfold_reducible,267180,71292,115421,0,23517,-1,101
tactic.dsimp_config.md,269769,73579,115952,0,24104,-1,101
tactic.dsimp_config.single_pass,267845,73359,115589,0,23554,-1,101
tactic.dsimp_config.iota,267275,74270,115374,0,23695,-1,101
string.has_to_string.equations._eqn_1,307302,246044,134906,2,42488,42488,0
tactic.dsimp_config.memoize,267085,74223,115530,0,23857,-1,101
tactic.dsimp_config.eta,267655,61369,114204,0,22990,-1,101
tactic.dunfold_config.rec_on,149647,27609,64517,0,12754,12754,0
tactic.dsimp_config.zeta,267560,74444,115334,0,23596,-1,101
tactic.dsimp_config.proj,267370,59916,113404,0,23187,-1,101
tactic.dsimp_config.canonize_instances,267940,69577,114778,0,23682,-1,101
tactic.dsimp_config.fail_if_unchanged,267750,58310,118136,0,25232,-1,101
has_repr.repr,391406,283201,162696,2,49491,-1,101
smt.select,35666,3667,15251,0,2831,2831,0
has_add.add,236462,41370,89207,0,17716,-1,101
has_to_string.to_string,391406,307519,164614,2,50310,-1,101
has_lt.lt,241231,45056,91692,0,18403,-1,101
bool.cases_on,158749,37402,66880,0,14407,14407,0
transitive,146073,17465,51166,0,9824,9824,0
has_append.append,236462,53182,90804,0,18305,-1,101
has_le.le,241231,53243,91818,0,18755,-1,101
has_sub.sub,236462,61376,91217,0,18616,-1,101
id.monad_run,156589,26351,65328,0,12584,-1,101
io.equations._eqn_1,276032,258989,127112,2,39563,39563,0
has_mul.mul,236462,51794,91053,0,18241,-1,101
has_div.div,236462,47711,89795,0,18130,-1,101
set.has_mem,147644,20932,61169,0,11734,-1,101
bool.rec_on,158749,27390,66097,0,12776,12776,0
has_mod.mod,236462,43161,89989,0,17957,-1,101
function.injective,180698,48717,74722,0,15602,15602,0
feature_search.predictor_type.bayes.inj_arrow,47009,5398,19232,0,3611,3611,0
vm_decl_kind.cfun.inj_arrow,47009,5067,19039,0,3448,3448,0
binder_info.strict_implicit.inj_arrow,48805,5013,19567,0,3669,3669,0
widget.mouse_event_kind.on_mouse_leave.inj_arrow,47009,5081,19190,0,3496,3496,0
is_dec_eq,191624,31669,75716,0,14807,14807,0
has_equiv.equiv,241231,46571,91196,0,18404,-1,101
has_dvd.dvd,241231,53112,92728,0,18798,-1,101
anti_symmetric,164326,23749,66280,0,12689,12689,0
subsingleton_prop,179314,34692,72265,0,14142,14142,0
has_subset.subset,241231,57700,93033,0,19065,-1,101
has_sdiff.sdiff,236462,56018,90919,0,18530,-1,101
bool.ff.inj_arrow,46375,4990,18947,0,3447,3447,0
environment.implicit_infer_kind.none.inj_arrow,47009,5521,19344,0,3621,3621,0
vm_decl_kind.bytecode.inj_arrow,47009,4983,18964,0,3490,3490,0
has_ssubset.ssubset,241231,59578,92755,0,19041,-1,101
vm_obj_kind.simple.inj_arrow,56095,8226,22940,0,4472,4472,0
binder_info.aux_decl.inj_arrow,48805,5266,19928,0,3691,3691,0
congr_arg_kind.cast.inj_arrow,49615,5226,19878,0,3743,3743,0
tactic.transparency.instances.inj_arrow,48805,4852,19468,0,3564,3564,0
implies.equations._eqn_1,85731,9828,34693,0,6343,6343,0
list.as_string.equations._eqn_1,266910,225601,121242,2,36208,36208,0
tactic.transparency.reducible.inj_arrow,48805,4821,19585,0,3570,3570,0
reducibility_hints.abbrev.inj_arrow,52663,6076,21412,0,3990,3990,0
has_inter.inter,236462,49900,90741,0,18317,-1,101
expr.coord.app_fn.inj_arrow,52045,5919,21317,0,4046,4046,0
io.process.stdio.piped.inj_arrow,47009,5033,19073,0,3454,3454,0
io.process.stdio.null.inj_arrow,47009,4988,18844,0,3444,3444,0
congr_arg_kind.fixed_no_param.inj_arrow,49615,5988,20491,0,3888,3888,0
vm_obj_kind.closure.inj_arrow,56095,6695,22648,0,4285,4285,0
ordering.lt.inj_arrow,47009,4500,18849,0,3384,3384,0
tactic.transparency.all.inj_arrow,48805,5039,19680,0,3638,3638,0
format.color.blue.inj_arrow,50425,5609,20552,0,3867,3867,0
vm_obj_kind.options.inj_arrow,56095,6686,22569,0,4288,4288,0
vm_obj_kind.environment.inj_arrow,56095,7233,22417,0,4388,4388,0
auto_param.equations._eqn_1,314952,334037,140105,3,51250,51250,0
vm_obj_kind.format.inj_arrow,56095,6149,22208,0,4136,4136,0
has_union.union,236462,56102,91640,0,18506,-1,101
congr_arg_kind.fixed.inj_arrow,49615,5513,20129,0,3802,3802,0
congr_arg_kind.heq.inj_arrow,49615,5457,20405,0,3837,3837,0
vm_obj_kind.native_closure.inj_arrow,56095,5978,22164,0,4112,4112,0
occurrences.all.inj_arrow,55221,6400,22270,0,4117,4117,0
expr.coord.pi_body.inj_arrow,52045,5711,20988,0,3906,3906,0
expr.coord.lam_body.inj_arrow,52045,5663,20981,0,3859,3859,0
tactic.new_goals.non_dep_first.inj_arrow,47009,4607,18889,0,3392,3392,0
io.mode.read_write.inj_arrow,47995,5371,19512,0,3702,3702,0
tactic.interactive.case_tag.match_result.exact_match.inj_arrow,47009,5146,18912,0,3404,3404,0
expr.coord.elet_assignment.inj_arrow,52045,5834,20994,0,3960,3960,0
vm_obj_kind.other.inj_arrow,56095,6174,22350,0,4121,4121,0
binder_info.default.inj_arrow,48805,5736,19866,0,3795,3795,0
reducibility_hints.opaque.inj_arrow,52663,6503,21310,0,4047,4047,0
feature_search.predictor_type.knn.inj_arrow,47009,4787,18871,0,3413,3413,0
widget.mouse_event_kind.on_mouse_enter.inj_arrow,47009,5167,19164,0,3485,3485,0
tactic.new_goals.all.inj_arrow,47009,4657,18799,0,3392,3392,0
or.swap,325496,72808,109776,0,23621,23621,0
io.mode.append.inj_arrow,47995,5196,19378,0,3618,3618,0
tactic.transparency.none.inj_arrow,48805,5261,19805,0,3732,3732,0
format.color.red.inj_arrow,50425,5479,20151,0,3864,3864,0
io.mode.read.inj_arrow,47995,5141,19312,0,3650,3650,0
expr.coord.elet_var_type.inj_arrow,52045,5734,21094,0,3893,3893,0
format.color.cyan.inj_arrow,50425,5137,20108,0,3766,3766,0
expr.coord.pi_var_type.inj_arrow,52045,5957,21023,0,3982,3982,0
tactic.new_goals.non_dep_only.inj_arrow,47009,5102,19179,0,3481,3481,0
vm_decl_kind.builtin.inj_arrow,47009,4751,18814,0,3411,3411,0
format.color.green.inj_arrow,50425,5433,20505,0,3804,3804,0
bool.tt.inj_arrow,46375,5175,18911,0,3487,3487,0
congr_arg_kind.subsingleton_inst.inj_arrow,49615,5149,19892,0,3624,3624,0
expr.coord.lam_var_type.inj_arrow,52045,6589,21802,0,4520,4520,0
pprod.fst,327682,73887,133230,0,28010,-1,101
io.process.stdio.inherit.inj_arrow,47009,3786,15770,0,2938,2938,0
io.mode.write.inj_arrow,47995,5330,19628,0,3698,3698,0
tactic.interactive.case_tag.match_result.no_match.inj_arrow,47009,4668,18994,0,3405,3405,0
ordering.eq.inj_arrow,47009,4989,19014,0,3498,3498,0
tactic.transparency.semireducible.inj_arrow,48805,5131,19548,0,3659,3659,0
vm_obj_kind.name.inj_arrow,56095,6545,22520,0,4239,4239,0
cc_config.ho_fns,456009,485684,186511,2,70211,-1,101
binder_info.implicit.inj_arrow,48805,5244,19821,0,3686,3686,0
vm_obj_kind.tactic_state.inj_arrow,56095,6353,22252,0,4198,4198,0
vm_obj_kind.declaration.inj_arrow,56095,6202,22257,0,4206,4206,0
nat.zero.inj_arrow,47255,5178,19164,0,3506,3506,0
environment.implicit_infer_kind.implicit.inj_arrow,47009,4803,18858,0,3395,3395,0
ordering.gt.inj_arrow,47009,5015,19016,0,3511,3511,0
format.color.orange.inj_arrow,-1,-1,-1,-1,-1,-1,255
vm_obj_kind.constructor.inj_arrow,56095,6542,22604,0,4273,4273,0
widget.mouse_event_kind.on_click.inj_arrow,47009,4825,18831,0,3614,3614,0
vm_obj_kind.mpz.inj_arrow,56095,6822,22383,0,4330,4330,0
prod.fst,327506,90618,132646,0,28003,-1,101
environment.implicit_infer_kind.relaxed_implicit.inj_arrow,47009,6720,19979,0,4116,4116,0
vm_obj_kind.expr.inj_arrow,56095,6186,22103,0,4123,4123,0
monad.to_applicative,291418,89611,122475,0,26082,-1,101
feature_search.predictor_type.mepo.inj_arrow,47009,5036,19300,0,3489,3489,0
tactic.interactive.case_tag.match_result.fuzzy_match.inj_arrow,47009,4710,18843,0,3380,3380,0
monad.to_has_bind,290248,84652,122086,0,26151,-1,101
format.color.pink.inj_arrow,50425,5551,20433,0,3787,3787,0
prod.snd,327598,96547,133008,0,28296,-1,101
format.color.grey.inj_arrow,50425,5730,21330,0,3815,3815,0
expr.coord.elet_body.inj_arrow,52045,5743,21020,0,3935,3935,0
expr.coord.app_arg.inj_arrow,52045,5664,20917,0,3875,3875,0
bool.sizeof,25331,2432,10210,0,1913,1913,0
punit.sizeof,24791,2479,10057,0,1888,1888,0
bool.sizeof._main,25331,2678,10366,0,1935,1935,0
punit.sizeof._main,24791,2163,9951,0,1848,1848,0
pprod.snd,327774,85259,133182,0,27998,-1,101
binder_info.inst_implicit.inj_arrow,48805,5299,19826,0,3711,3711,0
congr_arg_kind.eq.inj_arrow,49615,5268,19959,0,3704,3704,0
vm_obj_kind.level.inj_arrow,56095,6192,22333,0,4175,4175,0
false_implies_iff,207899,52399,85713,0,18810,18810,0
smt.array.equations._eqn_1,85907,10309,34745,0,6514,6514,0
bool.sizeof._sunfold,25331,3370,10656,0,2229,2229,0
function.comp_left,75659,8689,31456,0,5860,5860,0
id.def,76398,8825,31988,0,5977,5977,0
opt_param_eq,77454,8717,32070,0,5893,5893,0
function.comp_right,74495,8410,30901,0,5699,5699,0
punit.sizeof._sunfold,24791,3052,10465,0,2191,2191,0
eq_true_intro,250835,71070,97358,0,20451,20451,0
combinator.S,78374,8989,32004,0,5957,5957,0
subrelation,108993,13414,41922,0,7574,7574,0
empty_relation.equations._eqn_1,105416,13630,41094,0,7622,7622,0
right_inverse,119332,16740,46003,0,8720,8720,0
not_false_iff,169291,31660,69717,0,13520,13520,0
mt,56181,5987,21630,0,4024,4024,0
string.inhabited.equations._eqn_1,331273,262197,141688,2,43006,43006,0
inv_image,85032,9862,34366,0,6262,6262,0
default.sizeof._main,13511,1219,5505,0,1027,1027,0
sizeof,222030,48539,87350,0,18416,-1,101
iff.mpr,239038,51961,91175,0,18155,18155,0
iff.mp,242550,58795,93156,0,19053,19053,0
nonempty_of_inhabited,221115,45181,85680,0,17018,-1,101
associative,145614,20848,60732,0,11759,11759,0
subsingleton_info.cases_on,148860,27826,63239,0,12797,12797,0
std_gen.cases_on,149564,25121,63061,0,12093,12093,0
true_or,263864,65579,113505,0,22879,22879,0
or_true,266590,69955,114945,0,23208,23208,0
io.process.spawn_args.stderr,410862,342718,171001,2,54638,-1,101
string_imp.cases_on,313927,318599,140304,3,46371,46371,0
exists.intro,208896,62953,84597,0,18683,-1,101
ematch_config.cases_on,149564,20789,61834,0,11728,11728,0
io.process.spawn_args.stdin,411052,341831,169757,2,54444,-1,101
pos.cases_on,149564,22910,62366,0,11956,11956,0
tactic.delta_config.cases_on,154854,25239,64163,0,12334,12334,0
io.process.spawn_args.stdout,410957,326472,171884,2,56565,-1,101
cast,299025,87295,127280,0,26033,-1,101
default.sizeof._sunfold,13511,1113,5438,0,1016,1016,0
feature_search.predictor_cfg.cases_on,159010,31752,67023,0,13764,13764,0
io.process.spawn_args.cmd,407682,357615,174032,2,56690,-1,101
string_imp.rec_on,313927,255729,138319,2,41160,41160,0
has_well_founded.r,284594,63653,119766,0,24405,-1,101
subsingleton_info.rec_on,148860,27765,63717,0,12578,12578,0
nat.le_refl,39434,3773,16676,0,3166,3166,0
right_cancelative,202562,38531,79748,0,15897,15897,0
has_lift_t.lift,322475,89460,132073,0,27906,-1,101
tactic.delta_config.rec_on,154854,26416,64334,0,12403,12403,0
has_coe.coe,322475,79778,131633,0,27604,-1,101
has_coe_t.coe,322475,93405,132060,0,27818,-1,101
nat.sizeof.equations._eqn_1,76778,10027,32776,0,6384,6384,0
nat.sizeof._main.equations._eqn_1,76778,9482,32300,0,6331,6331,0
nat.nat_zero_eq_zero,73059,8660,30890,0,5863,5863,0
decidable.false.equations._eqn_1,154137,27031,64102,0,12515,-1,101
ematch_config.rec_on,149564,23422,62363,0,12211,12211,0
feature_search.predictor_cfg.rec_on,159010,23357,64476,0,12473,12473,0
id_bind,35666,4050,15789,0,2896,2896,0
std_gen.rec_on,149564,24129,62514,0,12231,12231,0
bool.has_sizeof,78345,9160,32401,0,6101,6101,0
pos.rec_on,149564,23747,63334,0,12010,12010,0
left_cancelative,195867,36934,76741,0,15393,15393,0
tactic.simp_intros_config.rec_on,167314,38922,68862,0,14726,14726,0
tactic.simp_intros_config.cases_on,167314,44783,71165,0,15789,15789,0
has_coe_to_sort.coe,332139,102105,135836,0,29093,-1,101
has_singleton.singleton,332095,82508,133799,0,28140,-1,101
interactive.loc.wildcard.inj_arrow,287301,281177,110059,3,40203,40203,0
has_lift.lift,322475,80870,132007,0,27746,-1,101
punit.has_sizeof,77805,10634,32545,0,6528,6528,0
has_coe_t_aux.coe,322475,99151,132906,0,28329,-1,101
function.curry,176797,30700,71863,0,14775,14775,0
nat.le.equations._eqn_1,115858,15768,44589,0,8266,8266,0
set.has_singleton,181291,40742,74979,0,15114,-1,101
false.elim.equations._eqn_1,106024,15010,41850,0,7935,7935,0
to_string,391406,281649,163920,2,49838,-1,101
and.elim,217006,44725,84570,0,16847,16847,0
name.anonymous.inj_arrow,281741,349926,129883,3,50082,50082,0
sigma.fst,345261,90511,138160,0,29466,-1,101
id_tag.equations._eqn_1,82237,9802,33436,0,6234,6234,0
and.rec_on,217006,67891,87139,0,19202,19202,0
tactic.simp_config.lift_eq,328431,99439,135175,0,30091,-1,101
default.sizeof,13511,1674,5672,0,1181,1181,0
psigma.fst,345437,89174,138619,0,29337,-1,101
repr,391406,352843,165945,2,49295,-1,101
tactic.simp_config.canonize_instances,328336,101420,133814,0,28760,-1,101
io.process.spawn_args.args,431342,314837,175918,2,54505,-1,101
tactic.simp_config.max_steps,331899,98924,135146,0,28955,-1,101
auto_param_eq,314952,365142,138443,2,50249,50249,0
tactic.simp_config.canonize_proofs,328241,106111,135559,0,30016,-1,101
tactic.simp_config.use_axioms,328146,77320,132997,0,28190,-1,101
subtype.val,345437,124783,142107,0,30731,-1,101
tactic.simp_config.iota,327671,108009,136011,0,29918,-1,101
decidable.is_true.inj,48042,5147,19260,0,3579,3579,0
tactic.simp_config.memoize,327196,106005,134972,0,28871,-1,101
tactic.simp_config.proj,327766,107841,133446,0,28827,-1,101
tactic.simp_config.trace_lemmas,327101,78266,111240,0,24239,-1,101
io.process.spawn_args.cwd,435879,360755,179555,2,57980,-1,101
tactic.simp_config.beta,327956,105598,137172,0,29332,-1,101
alternative.to_applicative,344220,116675,140324,0,31264,-1,101
strict_weak_order.equiv,109437,13443,42305,0,7781,7781,0
left_commutative,149407,21732,61883,0,11991,11991,0
and.cases_on,217006,48149,84899,0,17206,17206,0
alternative.to_has_orelse,341506,110210,138325,0,30772,-1,101
tactic.simp_config.fail_if_unchanged,327291,102336,133613,0,28671,-1,101
unification_hint.cases_on,165894,28432,67346,0,13304,13304,0
right_commutative,155858,37753,67056,0,14762,14762,0
ordering.cases_on,214046,37801,83105,0,17313,17313,0
function.on_fun,89751,11722,36165,0,6831,6831,0
feature_search.predictor_type.rec_on,214046,40895,82863,0,16428,16428,0
io.process.stdio.cases_on,214046,36389,82950,0,16236,16236,0
tactic.interactive.case_tag.match_result.cases_on,214046,40037,83471,0,16600,16600,0
tactic.simp_config.contextual,328526,126908,135825,0,32120,-1,101
tactic.new_goals.cases_on,214046,35395,83041,0,16019,16019,0
widget.mouse_event_kind.cases_on,214046,49012,84086,0,16815,16815,0
tactic.simp_config.constructor_eq,327481,90978,135340,0,28906,-1,101
tactic.simp_config.zeta,328051,110285,134836,0,29682,-1,101
feature_search.predictor_type.cases_on,214046,45895,84339,0,16774,16774,0
has_pure.pure,280906,66093,118395,0,24300,-1,101
tactic.simp_config.single_pass,327386,100187,136611,0,29208,-1,101
vm_decl_kind.cases_on,214046,46145,83966,0,16735,16735,0
tactic.simp_config.iota_eqn,327576,121812,138681,0,30655,-1,101
environment.implicit_infer_kind.rec_on,214046,36330,82508,0,16278,16278,0
io.process.stdio.rec_on,214046,44129,85138,0,16791,16791,0
widget.mouse_event_kind.rec_on,214046,37635,83237,0,16411,16411,0
tactic.simp_config.eta,327861,103679,134331,0,28643,-1,101
reader_t.lift,236064,61999,90908,0,19358,19358,0
tactic.new_goals.rec_on,214046,43496,83651,0,16649,16649,0
ordering.rec_on,214046,43920,83525,0,16655,16655,0
environment.implicit_infer_kind.cases_on,214046,47286,83740,0,16810,16810,0
unification_hint.rec_on,165894,26717,67535,0,13625,13625,0
function.equiv,141632,24891,60326,0,12167,12167,0
tactic.interactive.case_tag.match_result.rec_on,214046,42404,82541,0,16391,16391,0
and.elim_left,200745,33045,77932,0,15376,15376,0
and.elim_right,200555,36541,78699,0,15582,15582,0
bnot,119487,15806,45664,0,8425,-1,101
monad_reader.read,342215,90579,137501,0,29020,-1,101
or.symm,325496,108442,135070,0,28913,28913,0
bnot._main,119487,16440,45667,0,8630,-1,101
vm_decl_kind.rec_on,214046,66924,86752,0,19540,19540,0
iff.elim_right,239038,56029,91250,0,18546,18546,0
iff.elim_left,242550,53700,92269,0,18808,18808,0
rsimp.config.rec_on,388044,410365,160970,3,63010,63010,0
rsimp.config.cases_on,388044,451999,164649,3,64558,64558,0
false_of_true_iff_false,244387,50699,93003,0,18646,18646,0
bit0,257056,50384,97291,0,19778,-1,101
monad_functor_t_refl,397988,158919,159407,0,36723,36723,0
not_of_iff_false,239226,66243,94472,0,19613,19613,0
nat.lt.equations._eqn_1,127769,18295,48224,0,9145,9145,0
unification_constraint.cases_on,173464,28738,70513,0,13592,13592,0
mk_str_name.equations._eqn_1,344065,374124,150654,2,54342,54342,0
subsingleton.elim,265906,67011,113890,0,23136,23136,0
or_self,373773,92091,147655,0,32076,32076,0
or.elim,276187,70240,119393,0,24147,24147,0
tactic.rewrite_cfg.cases_on,205498,43910,81251,0,16490,16490,0
fun_info.cases_on,183044,54475,77162,0,16767,16767,0
has_insert.insert,359231,131005,145742,0,32937,-1,101
has_mem.mem,364000,133683,149083,0,33346,-1,101
has_pow.pow,353603,113568,143102,0,30673,-1,101
alternative.failure,356722,127435,144821,0,32813,-1,101
bnot._sunfold,119487,16129,46075,0,8507,-1,101
fun_info.rec_on,183044,38702,73935,0,14943,14943,0
psigma.skip_left,270157,63357,114750,0,23706,23706,0
tactic.rewrite_cfg.rec_on,205498,43145,80795,0,16423,16423,0
monad_fail.fail,461698,275841,154675,2,47939,-1,101
unification_constraint.rec_on,173464,25876,69506,0,13154,13154,0
subsingleton.rec_on,219078,55414,88636,0,18252,-1,101
tactic.unfold_config.eta._default.equations._eqn_1,90974,13082,37400,0,7112,7112,0
heq_self_iff_true,325485,88357,132803,0,28544,28544,0
io.process.spawn_args.cwd._default.equations._eqn_1,279532,216537,125390,2,38121,38121,0
nat.cases_on,219180,44250,85584,0,17860,17860,0
applicative.to_has_pure,413075,163561,161918,0,37943,-1,101
applicative.to_has_seq_left,416353,147183,162916,0,40244,-1,101
applicative.to_functor,414150,169736,164253,0,38981,-1,101
io.process.spawn_args.args._default.equations._eqn_1,276488,226841,124518,2,36813,36813,0
or.rec_on,276187,55054,116166,0,23398,23398,0
nat.rec_on,202259,61038,82840,0,18220,18220,0
applicative.to_has_seq_right,414619,154113,161328,0,38102,-1,101
tactic.rewrite_cfg.md._default.equations._eqn_1,88458,13785,37427,0,7332,7332,0
tactic.unfold_config.zeta._default.equations._eqn_1,90974,13233,37159,0,7042,7042,0
plift.cases_on,223443,49009,86424,0,17497,17497,0
tactic.dunfold_config.md._default.equations._eqn_1,91978,12887,37995,0,7164,7164,0
applicative.to_has_seq,414714,201386,164397,0,40388,-1,101
iff.rec_on,251520,45858,78798,0,16628,16628,0
string.to_list._main,309005,202666,135195,2,39357,-1,101
has_emptyc.cases_on,223443,42499,86139,0,17337,17337,0
inhabited.cases_on,223443,52201,87423,0,18360,18360,0
tactic.unfold_config.constructor_eq._default.equations._eqn_1,90974,12152,37312,0,6994,6994,0
string.iterator_imp.cases_on,333162,261929,144407,2,42878,42878,0
string.to_list,309005,213005,133990,2,39672,-1,101
string.mk_iterator,333450,216161,142037,2,42664,-1,101
tactic.unfold_config.canonize_instances._default.equations._eqn_1,90974,12732,37503,0,6955,6955,0
has_one.rec_on,223443,49407,86997,0,17667,17667,0
forall_prop_decidable._proof_1,263850,54282,112809,0,22976,22976,0
string.mk_iterator._main,333450,252311,144179,2,46220,-1,101
set_of.equations._eqn_1,95278,12390,38018,0,7076,7076,0
has_zero.cases_on,223443,50291,87507,0,17619,17619,0
has_one.cases_on,223443,39655,86251,0,18633,18633,0
tactic.unfold_config.proj._default.equations._eqn_1,90974,12836,37678,0,6940,6940,0
list.inhabited.equations._eqn_1,163489,41938,69662,0,14872,14872,0
tactic.unfold_proj_config.md._default.equations._eqn_1,91978,15705,38941,0,7380,7380,0
ulift.cases_on,223443,50898,87177,0,17554,17554,0
string.to_list._sunfold,309005,241455,135668,2,41370,-1,101
plift.rec_on,223443,51218,86974,0,17519,17519,0
Exists.rec_on,248260,46916,94116,0,19113,19113,0
ulift.rec_on,223443,46056,86320,0,17482,17482,0
has_emptyc.rec_on,223443,35482,70669,0,14648,14648,0
list.has_emptyc.equations._eqn_1,163489,27120,66905,0,13168,13168,0
option.inhabited.equations._eqn_1,162785,27112,66630,0,13036,13036,0
default_has_sizeof,69722,8522,29817,0,5630,5630,0
int.rec_on,209392,45160,82567,0,16577,16577,0
option_t.run,368091,139534,149154,0,33291,-1,101
implies.decidable._proof_3,70378,8244,29888,0,5571,5571,0
has_zero.rec_on,223443,44196,85920,0,16980,16980,0
band._main,123219,19523,47973,0,9336,-1,101
band,123219,25112,49010,0,10404,-1,101
iff.cases_on,251520,62269,95102,0,20883,20883,0
string.mk_iterator._sunfold,333450,237140,144264,2,42109,-1,101
int.nonneg,158454,25730,65192,0,12461,-1,101
or_false,419959,152046,165423,0,38597,38597,0
bor._main,123125,13171,38790,0,7551,-1,101
bor,123125,17187,46747,0,8834,-1,101
ne.intro,37209,3908,15647,0,2975,2975,0
function.right_inverse,110295,14768,42724,0,8127,8127,0
string.iterator_imp.rec_on,333162,257668,145904,2,43148,43148,0
inhabited.rec_on,223443,43041,86510,0,17043,17043,0
band._sunfold,123219,19730,47600,0,9093,-1,101
function.const.equations._eqn_1,98597,14027,39588,0,7722,7722,0
nat.has_sizeof.equations._eqn_1,138454,21152,58379,0,11110,11110,0
function.swap,102542,19252,41736,0,8653,8653,0
non_contradictory_intro,62574,7268,23812,0,4525,4525,0
has_coe_to_fun.coe,370087,133418,149494,0,33097,-1,101
reader.equations._eqn_1,120252,13125,37963,0,7442,7442,0
ge,269460,54903,114364,0,24560,-1,101
bor._sunfold,123125,17361,47150,0,8782,-1,101
eq_false_intro,261550,52502,98849,0,19934,19934,0
gt,269460,70711,116792,0,24356,-1,101
eq_self_iff_true,295738,80032,123756,0,25658,25658,0
nat.le_succ,141754,20469,60139,0,11899,11899,0
iff_self,299444,87677,126298,0,26469,26469,0
nat.has_lt.equations._eqn_1,195966,40912,78426,0,15497,15497,0
function.has_left_inverse,151793,27115,63760,0,12648,12648,0
ssuperset,269460,71427,117832,0,23895,-1,101
superset,269460,76300,117492,0,24081,-1,101
not_true,189100,40186,76487,0,15300,15300,0
list.below,368793,128205,148086,0,32849,-1,101
smt_pre_config.cases_on,420764,502592,178780,3,73964,73964,0
list.ibelow,360457,122688,145446,0,32033,-1,101
eq.rec_on,325619,97178,133765,0,28318,28318,0
smt_pre_config.rec_on,420764,485431,176194,3,67007,67007,0
io.mode.rec_on,274681,105096,121553,0,27799,27799,0
has_sep.sep,389171,127739,154733,0,34490,-1,101
is_refl.refl,294175,69841,122350,0,25088,25088,0
io.error.rec_on,382862,283529,161906,2,48439,48439,0
is_total_preorder.to_is_total,323544,110577,133329,0,30626,30626,0
is_total_preorder.to_is_trans,324527,101775,135488,0,28940,28940,0
is_strict_order.to_is_irrefl,321687,83499,131978,0,29984,29984,0
or_iff_left_of_imp,402379,145609,158058,0,36051,36051,0
has_inv.cases_on,233470,49612,89999,0,18016,18016,0
or_iff_right_of_imp,403887,146902,158512,0,36755,36755,0
io.process.spawn_args.env,503015,414085,202390,2,65478,-1,101
is_preorder.to_is_refl,320144,96208,132689,0,27969,-1,101
is_strict_weak_order.to_is_strict_order,335993,100825,137220,0,30418,30418,0
is_strict_order.to_is_trans,320704,95751,132020,0,28231,28231,0
has_inv.rec_on,233470,65195,92903,0,18652,18652,0
interactive.loc.rec_on,456360,476511,187390,2,73035,73035,0
is_strict_weak_order.to_is_incomp_trans,335010,98004,138648,0,29548,29548,0
subtype.inhabited,281187,78947,120723,0,25459,-1,101
is_equiv.to_is_preorder,325259,95817,134865,0,28378,28378,0
non_contradictory.equations._eqn_1,89636,10898,36094,0,6614,6614,0
unification_constraint.lhs,570152,351942,239868,0,59713,-1,101
has_sizeof.cases_on,243846,58436,93433,0,19086,19086,0
is_strict_total_order.to_is_trichotomous,347641,127113,143267,0,32510,32510,0
combinator.K.equations._eqn_1,84939,10187,34762,0,6427,6427,0
unification_constraint.rhs,570152,314556,243599,0,61204,-1,101
io.mode.cases_on,274681,72554,118727,0,24021,24021,0
rfl.equations._eqn_1,168141,30490,69084,0,13202,13202,0
has_repr.cases_on,413046,239800,141129,2,43333,43333,0
has_neg.cases_on,233470,54574,90738,0,18255,18255,0
