,name,r1cs_size,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
400,int.neg.equations._eqn_1,186515,48741,80994,0,16282,16282,0
401,decidable.subsingleton,970317,721606,367906,0,127518,127518,0
402,has_lift_t.sizeof,199717,36472,85406,0,16308,16308,0
403,interactive.loc.no_confusion,-1,-1,-1,-1,-1,-1,-1000
404,is_asymm_of_is_trans_of_is_irrefl.equations._eqn_1,899865,601806,367626,0,112661,112661,0
405,has_pure.has_sizeof_inst,185748,38963,81203,0,16283,16283,0
406,has_monad_lift_t.sizeof,213513,48875,91587,0,18285,18285,0
407,has_lift_t.has_sizeof_inst,254887,86022,179632,0,34898,34898,0
408,has_seq_left.mk.inj,1066405,1113511,455309,0,181936,-1,0
409,decidable.not_or_iff_and_not,1184508,1215418,499893,0,-1,-1,-1000
410,state_t.sizeof,300075,61720,124773,0,25975,25975,0
411,_private.2191042625.u_def,1067930,1064678,454785,0,174769,-1,0
412,has_seq.sizeof,160882,29199,71383,0,13847,13847,0
413,int.lnot.equations._eqn_1,71277,8281,33385,0,6032,6032,0
414,int.neg._main.equations._eqn_2,83062,9703,34081,0,6255,6255,0
415,has_mem.no_confusion,1312684,1733696,-1,-1,-1,-1,-1000
416,has_seq_left.no_confusion,1239336,1555169,-1,-1,-1,-1,-1000
417,monad_io_environment.mk.inj,-1,-1,-1,-1,-1,-1,200
418,io.finally._match_1.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
419,reader_t.mk.inj,1196139,1615084,-1,-1,-1,-1,-1000
420,decidable.rec_on_false.equations._eqn_1,719630,484344,312370,0,91126,-1,0
421,has_bind.no_confusion,-1,-1,-1,-1,-1,-1,-1000
422,reducibility_hints.regular.inj,1206157,1148457,501783,0,-1,-1,-1000
423,option_t.monad_except,-1,-1,-1,-1,-1,-1,-1000
424,alternative.no_confusion,-1,-1,-1,-1,-1,-1,-1000
425,nat.iterate._main,-1,-1,-1,-1,-1,-1,-1000
426,reader_t.bind.equations._eqn_1,1212922,1211113,500902,0,-1,-1,-1000
427,has_seq_right.mk.inj_arrow,1087859,1161928,461400,0,-1,-1,-1000
428,except.error.inj,996098,978119,381898,0,142251,-1,0
429,function.surjective.comp,1235296,1411482,-1,-1,-1,-1,-1000
430,monad_functor.has_sizeof_inst,497634,239314,204580,0,50891,50891,0
431,_private.3409144537.v.equations._eqn_1,606972,340785,252351,0,66576,66576,0
432,dlist.apply,-1,-1,-1,-1,-1,-1,200
433,psum.inl.inj,997726,911410,404438,0,148275,-1,0
434,_private.1748694679.u.equations._eqn_1,607242,329187,259368,0,68382,68382,0
435,sum.inl.inj,996098,872060,378773,0,145021,-1,0
436,state_t.mk.inj,1314773,1761010,-1,-1,-1,-1,-1000
437,list.range,-1,-1,-1,-1,-1,-1,-1000
438,int.of_nat.inj_eq,1105566,1091379,466474,0,176955,-1,0
439,int.neg_succ_of_nat.inj_eq,1102232,1160608,469790,0,-1,-1,-1000
440,list.iota._sunfold,-1,-1,-1,-1,-1,-1,-1000
441,state_t.mk.inj_arrow,-1,-1,-1,-1,-1,-1,-1000
442,monad_reader.has_sizeof_inst,-1,-1,-1,-1,-1,-1,-1000
443,io.fs.rmdir,-1,-1,-1,-1,-1,-1,200
444,string.iterator.remove,-1,-1,-1,-1,-1,-1,-1000
445,io.fs.mkdir,-1,-1,-1,-1,-1,-1,200
446,string.iterator.remove._main,-1,-1,-1,-1,-1,-1,-1000
447,rsimp.config.mk.inj_arrow,-1,-1,-1,-1,-1,-1,-1000
448,implies_of_if_neg,945204,1023712,362004,0,125170,-1,0
450,option.sizeof._main,-1,-1,-1,-1,-1,-1,-1000
451,psum.no_confusion,-1,-1,-1,-1,-1,-1,-1000
452,nat.add_one_ne_zero,-1,-1,-1,-1,-1,-1,200
453,list.foldr,-1,-1,-1,-1,-1,-1,-1000
454,option_t.run_monad_map,-1,-1,-1,-1,-1,-1,200
455,io.stderr,-1,-1,-1,-1,-1,-1,200
456,occurrences.no_confusion,-1,-1,-1,-1,-1,-1,-1000
457,io.fs.is_eof,-1,-1,-1,-1,-1,-1,200
458,state_t.run_monad_lift,-1,-1,-1,-1,-1,-1,200
459,expr.address.has_append,-1,-1,-1,-1,-1,-1,-1000
460,list.nth,-1,-1,-1,-1,-1,-1,-1000
461,bin_tree.binduction_on,-1,-1,-1,-1,-1,-1,-1000
462,list.mmap,-1,-1,-1,-1,-1,-1,200
463,string.iterator.prev_to_string,-1,-1,-1,-1,-1,-1,-1000
464,list.update_nth,-1,-1,-1,-1,-1,-1,-1000
465,io.fs.write,-1,-1,-1,-1,-1,-1,200
466,monad_io_file_system.write,-1,-1,-1,-1,-1,-1,200
467,io.finally,-1,-1,-1,-1,-1,-1,200
468,list.drop_while._main,-1,-1,-1,-1,-1,-1,-1000
469,list.repeat._main.equations._eqn_1,85471,11462,39148,0,7403,7403,0
470,sum.inl.inj_eq,-1,-1,-1,-1,-1,-1,-1000
471,psum.inr.inj_eq,-1,-1,-1,-1,-1,-1,-1000
473,nat.add_one,68197,8000,34028,0,5895,5895,0
474,list.range_core.equations._eqn_1,73519,9377,33758,0,6275,6275,0
475,buffer.map._sunfold,-1,-1,-1,-1,-1,-1,200
476,buffer.map,-1,-1,-1,-1,-1,-1,200
477,string.push._main,-1,-1,-1,-1,-1,-1,-1000
478,subsingleton_info.sizeof,89641,11605,38164,0,7065,7065,0
479,list.drop._main.equations._eqn_2,88257,11852,39129,0,7231,7231,0
480,modify,644603,358054,281107,0,78896,78896,0
481,array.map,1099891,1208944,476870,0,-1,-1,-1000
482,string.str,-1,-1,-1,-1,-1,-1,-1000
483,put,633806,459832,281789,1,81285,81285,0
484,string.push._sunfold,-1,-1,-1,-1,-1,-1,-1000
485,state_t.bind.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
486,has_coe.mk.sizeof_spec,72420,8635,33384,0,6116,6116,0
487,list.after,-1,-1,-1,-1,-1,-1,-1000
488,monad_io_process.no_confusion_type,-1,-1,-1,-1,-1,-1,200
489,int.coe_nat_eq_coe_nat_iff,1049519,1216098,464140,0,-1,-1,-1000
490,monad_except_adapter.mk.inj_arrow,-1,-1,-1,-1,-1,-1,-1000
491,monad_state.mk.inj_arrow,-1,-1,-1,-1,-1,-1,-1000
492,has_seq_right.mk.sizeof_spec,71276,8645,32577,0,5982,5982,0
493,monad_run.mk.sizeof_spec,73124,8551,34425,0,6173,6173,0
494,list.mfirst._main,-1,-1,-1,-1,-1,-1,-1000
495,nat.bodd_zero,51957,5404,22131,0,4083,4083,0
496,string.has_append,-1,-1,-1,-1,-1,-1,-1000
497,nat.bodd_div2.equations._eqn_1,154803,22918,68729,0,13057,13057,0
498,well_founded.fix_eq,-1,-1,-1,-1,-1,-1,200
499,monad_functor.mk.sizeof_spec,78909,10365,36125,0,6697,6697,0
500,monad_state.mk.sizeof_spec,81852,10418,37752,0,7306,7306,0
501,list.map.equations._eqn_1,88118,10901,38301,0,6954,6954,0
502,list.map_singleton,147234,23395,66065,0,13319,13319,0
503,has_to_string.mk.sizeof_spec,239470,232773,106007,3,34121,34121,0
504,list.mem_nil_iff,93973,11629,40130,0,7261,7261,0
505,except_t.adapt.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
506,list.erase,-1,-1,-1,-1,-1,-1,-1000
507,list.nil_append,72581,9395,33773,0,6271,6271,0
508,option.get._sunfold,-1,-1,-1,-1,-1,-1,-1000
509,id.pure_eq,54638,6184,23083,0,4396,4396,0
510,dlist.to_list._sunfold,-1,-1,-1,-1,-1,-1,200
511,nat.sub_induction._main.equations._eqn_2,127077,19753,51704,0,9947,9947,0
512,strict_weak_order.is_equiv,-1,-1,-1,-1,-1,-1,-1000
513,monad_functor.mk.inj_arrow,-1,-1,-1,-1,-1,-1,-1000
514,list.lt,-1,-1,-1,-1,-1,-1,-1000
515,option_t.orelse.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
516,list.update_nth._sunfold,-1,-1,-1,-1,-1,-1,-1000
517,list.update_nth._main.equations._eqn_2,123333,18165,53868,0,9835,9835,0
518,list.find_index._main.equations._eqn_1,66911,8472,34102,0,6133,6133,0
519,list.partition._main,-1,-1,-1,-1,-1,-1,-1000
520,list.zip_with._main.equations._eqn_1,92796,12835,43033,0,7876,7876,0
521,coe_decidable_eq,-1,-1,-1,-1,-1,-1,-1000
522,subtype.decidable_eq,-1,-1,-1,-1,-1,-1,-1000
523,nat.not_lt_zero,-1,-1,-1,-1,-1,-1,-1000
524,prod.has_well_founded._proof_1,-1,-1,-1,-1,-1,-1,-1000
525,except_t.catch.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
526,to_bool_tt,-1,-1,-1,-1,-1,-1,-1000
527,buffer.foreach._main,-1,-1,-1,-1,-1,-1,200
528,list.lt.equations._eqn_1,58815,6420,26300,0,4564,4564,0
529,int.has_sizeof_inst,-1,-1,-1,-1,-1,-1,-1000
530,prod.sizeof,-1,-1,-1,-1,-1,-1,-1000
531,psum.sizeof._sunfold,-1,-1,-1,-1,-1,-1,-1000
532,psum.sizeof._main,-1,-1,-1,-1,-1,-1,-1000
533,list.length,-1,-1,-1,-1,-1,-1,-1000
535,list.is_prefix_of._sunfold,-1,-1,-1,-1,-1,-1,-1000
536,list.intersperse.equations._eqn_2,131919,18001,64740,0,11579,11579,0
537,tactic.rewrite_cfg.mk.inj_arrow,-1,-1,-1,-1,-1,-1,-1000
538,string.has_sizeof,-1,-1,-1,-1,-1,-1,-1000
539,list.is_prefix_of.equations._eqn_3,72117,8863,34104,0,6090,6090,0
540,list.map_with_index_core._main,-1,-1,-1,-1,-1,-1,-1000
541,list.mfoldr._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
542,ordering.decidable_eq._match_4.equations._eqn_2,650209,448292,283368,0,82541,-1,0
543,io.proc.child.stdin.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
544,psigma.has_well_founded._proof_1,-1,-1,-1,-1,-1,-1,200
545,lean.is_release,4995,521,2503,0,473,473,0
546,list.unzip._sunfold,-1,-1,-1,-1,-1,-1,-1000
547,ordering.decidable_eq._match_4.equations._eqn_1,651823,428205,284982,0,87421,-1,0
548,list.span.equations._eqn_1,186730,31220,86611,0,15890,15890,0
549,int.bodd,-1,-1,-1,-1,-1,-1,-1000
550,int.bodd._main,-1,-1,-1,-1,-1,-1,-1000
551,list.map_accumr₂._sunfold,-1,-1,-1,-1,-1,-1,-1000
552,list.unzip._main.equations._eqn_1,196412,38430,80008,0,15877,15877,0
553,prod.decidable_eq._sunfold,-1,-1,-1,-1,-1,-1,-1000
554,monad.sequence.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
555,list.join,-1,-1,-1,-1,-1,-1,-1000
556,int.div2._main,-1,-1,-1,-1,-1,-1,-1000
557,string.iterator.to_string._sunfold,-1,-1,-1,-1,-1,-1,-1000
558,nat.bodd_two,51957,6118,23339,0,4340,4340,0
559,list.ilast._main.equations._eqn_3,62082,7513,27802,0,5003,5003,0
560,function.bijective.comp,-1,-1,-1,-1,-1,-1,-1000
561,io.fs.rmdir.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
562,nat.iterate.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
563,list.map_with_index_core._main.equations._eqn_1,93148,12013,40542,0,7381,7381,0
564,nat.add_succ,-1,-1,-1,-1,-1,-1,-1000
565,list.has_dec_eq._match_2.equations._eqn_2,723316,571934,312757,0,97310,97310,0
566,_private.3913586777.to_list_aux._main,-1,-1,-1,-1,-1,-1,-1000
567,fin.elim0,-1,-1,-1,-1,-1,-1,-1000
568,subtype.eq,-1,-1,-1,-1,-1,-1,-1000
569,option.decidable_eq._sunfold,-1,-1,-1,-1,-1,-1,-1000
570,io.stderr.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
571,array.has_mem.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
572,nat.decidable_eq._main,-1,-1,-1,-1,-1,-1,-1000
573,list.mfoldr.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
574,list.mfoldl.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
575,setoid.mk.sizeof_spec,78280,10031,37338,0,6778,6778,0
576,nat.bit1_eq_succ_bit0,-1,-1,-1,-1,-1,-1,-1000
577,monad_io.sizeof,-1,-1,-1,-1,-1,-1,200
578,bin_tree.node.inj_arrow,-1,-1,-1,-1,-1,-1,-1000
579,io.fs.get_line.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
580,exists_prop_decidable.equations._eqn_1,1232428,1667834,-1,-1,-1,-1,-1000
581,list.last,-1,-1,-1,-1,-1,-1,-1000
582,monad.mapm.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
583,io.finally.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
584,get.equations._eqn_1,688874,434529,298151,1,86391,86391,0
585,list.drop.equations._eqn_3,-1,-1,-1,-1,-1,-1,-1000
586,monad.sequence._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
587,dlist.has_sizeof_inst,-1,-1,-1,-1,-1,-1,200
588,put.equations._eqn_1,705583,479582,304624,1,93191,93191,0
589,list.take._main.equations._eqn_3,-1,-1,-1,-1,-1,-1,-1000
590,nat.decidable_eq._main.equations._eqn_1,165263,26950,71941,0,14024,14024,0
591,string.iterator.remove._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
592,list.has_decidable_lt._match_1._proof_1,-1,-1,-1,-1,-1,-1,-1000
594,monad_io_net_system.no_confusion,-1,-1,-1,-1,-1,-1,200
595,list.last.equations._eqn_1,151728,22731,68157,0,13319,13319,0
596,vector.nil._proof_1,-1,-1,-1,-1,-1,-1,200
597,dif_ctx_congr,-1,-1,-1,-1,-1,-1,-1000
598,vector.elim._proof_1,-1,-1,-1,-1,-1,-1,200
599,buffer.pop_back._main,-1,-1,-1,-1,-1,-1,200
600,if_ctx_simp_congr_prop,-1,-1,-1,-1,-1,-1,-1000
601,bool.decidable_eq.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
602,list.mem.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
603,list.map_cons,-1,-1,-1,-1,-1,-1,-1000
604,list.append._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
605,io.fs.get_char._proof_1,-1,-1,-1,-1,-1,-1,200
606,eq_ff_eq_not_eq_tt,-1,-1,-1,-1,-1,-1,-1000
607,nat.not_succ_le_self,-1,-1,-1,-1,-1,-1,-1000
608,list.all.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
609,string.fold.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
610,buffer.mem.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
611,string.push.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
612,string.iterator.insert._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
613,setoid.symm,-1,-1,-1,-1,-1,-1,-1000
614,list.after.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
615,list.mfirst.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
616,string.iterator.prevn._main.equations._eqn_1,226284,222645,108945,3,36188,36188,0
617,string.iterator.prevn,-1,-1,-1,-1,-1,-1,-1000
618,nat.mul._main.equations._eqn_1,56600,6675,25406,0,4551,4551,0
619,nat.mul_zero,56600,6472,24047,0,4427,4427,0
620,psigma.has_well_founded.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
621,string.iterator.nextn._main,-1,-1,-1,-1,-1,-1,-1000
622,lean.is_release.equations._eqn_1,51863,5931,23313,0,4266,4266,0
623,nat.shiftr.equations._eqn_1,56506,6497,23869,0,4472,4472,0
624,nat.le_antisymm,-1,-1,-1,-1,-1,-1,-1000
625,has_well_founded_of_has_sizeof,-1,-1,-1,-1,-1,-1,0
626,fin.val_zero,56600,7672,26394,0,4513,4513,0
627,nat.digit_succ,-1,-1,-1,-1,-1,-1,0
628,list.map_accumr.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
629,psum.sizeof._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
630,list.partition._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
631,psum.sizeof.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
632,int.nat_abs_eq,934798,858146,388664,1,168438,-1,0
633,nat.mul,-1,-1,-1,-1,-1,-1,-1000
634,vector.decidable_eq._proof_1,-1,-1,-1,-1,-1,-1,200
635,nat.zero_le,-1,-1,-1,-1,-1,-1,-1000
636,list.map_accumr₂._main.equations._eqn_4,-1,-1,-1,-1,-1,-1,-1000
637,list.nth.equations._eqn_3,-1,-1,-1,-1,-1,-1,-1000
638,prod.sizeof._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
639,reducibility_hints.regular.sizeof_spec,-1,-1,-1,-1,-1,-1,-1000
640,list.filter_map.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
641,sizeof_measure_wf,-1,-1,-1,-1,-1,-1,-1000
642,int.div2.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
643,monad_io_file_system.has_sizeof_inst,-1,-1,-1,-1,-1,-1,200
644,nat.shiftr._sunfold,-1,-1,-1,-1,-1,-1,-1000
645,ordering.decidable_eq._match_1.equations._eqn_2,990719,968535,407685,0,160906,-1,0
646,list.enum.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
647,list.filter_cons_of_pos,-1,-1,-1,-1,-1,-1,-1000
648,is_lawful_applicative.comp_map._default,-1,-1,-1,-1,-1,-1,200
649,vector.head,-1,-1,-1,-1,-1,-1,200
650,buffer.pop_back.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
652,list.length_cons,-1,-1,-1,-1,-1,-1,-1000
653,prod.decidable_eq.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
654,list.has_subset.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
655,monad_io_terminal.mk.sizeof_spec,-1,-1,-1,-1,-1,-1,200
656,nat.to_digits._main.equations._eqn_1,131279,24719,67347,0,12262,12262,0
657,string.iterator.to_end.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
658,expr.coord.code.equations._eqn_1,52837,5951,23962,0,4365,4365,0
660,bin_tree.to_list.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
661,nat.to_digits.equations._eqn_1,131279,21970,65805,0,12238,12238,0
662,nat.exists_eq_succ_of_ne_zero,-1,-1,-1,-1,-1,-1,-1000
663,buffer.append_list._sunfold,-1,-1,-1,-1,-1,-1,200
664,bool_iff_false,-1,-1,-1,-1,-1,-1,-1000
665,buffer.append_list.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
666,monad_io_file_system.mk.inj,-1,-1,-1,-1,-1,-1,200
667,tactic.dsimp_config.max_steps._default,-1,-1,-1,-1,-1,-1,200
668,bool_eq_false,-1,-1,-1,-1,-1,-1,-1000
669,tactic.apply_cfg.mk.inj_arrow,-1,-1,-1,-1,-1,-1,-1000
670,list.sizeof._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
671,string.popn_back.equations._eqn_1,-1,-1,-1,-1,-1,-1,0
672,list.sizeof.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
673,nat.to_digits,-1,-1,-1,-1,-1,-1,-1000
674,vector.head.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
675,buffer.push_back._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
676,nat.dvd_mul_right,-1,-1,-1,-1,-1,-1,0
677,tt_band,-1,-1,-1,-1,-1,-1,-1000
678,if_true_right_eq_or,-1,-1,-1,-1,-1,-1,0
679,dlist.cons._aux_1,-1,-1,-1,-1,-1,-1,200
680,tactic.dunfold_config.sizeof,-1,-1,-1,-1,-1,-1,-1000
681,to_bool_ff,-1,-1,-1,-1,-1,-1,-1000
682,vector.cons.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
683,int.test_bit._sunfold,-1,-1,-1,-1,-1,-1,-1000
684,buffer.write.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
685,nat.sub.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
686,dlist.lazy_of_list._aux_1,-1,-1,-1,-1,-1,-1,200
687,fin.decidable_eq,-1,-1,-1,-1,-1,-1,-1000
688,nat.bit0_ne_zero,-1,-1,-1,-1,-1,-1,-1000
689,io.fs.put_char.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
690,nat.one_lt_bit1,-1,-1,-1,-1,-1,-1,200
691,option_t.run_bind,-1,-1,-1,-1,-1,-1,-1000
692,fun_info.sizeof,-1,-1,-1,-1,-1,-1,-1000
693,vector.tail._sunfold,-1,-1,-1,-1,-1,-1,200
694,tactic.unfold_config.sizeof,-1,-1,-1,-1,-1,-1,-1000
695,string.to_char_buffer.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
696,buffer.append_list._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
697,tactic.simp_intros_config.has_sizeof_inst,-1,-1,-1,-1,-1,-1,-1000
698,int.neg_of_nat_eq_sub_nat_nat_zero,-1,-1,-1,-1,-1,-1,-1000
699,ite_eq_tt_distrib,-1,-1,-1,-1,-1,-1,-1000
700,int.has_add,-1,-1,-1,-1,-1,-1,-1000
701,list.length_repeat,-1,-1,-1,-1,-1,-1,200
703,list.decidable_mem._main.equations._eqn_1,130320,19846,55720,0,10608,10608,0
704,list.bag_inter._main.equations._eqn_2,95745,14470,43674,0,8424,8424,0
705,occurrences.neg.sizeof_spec,-1,-1,-1,-1,-1,-1,-1000
706,int.has_sub,-1,-1,-1,-1,-1,-1,-1000
707,int.le,-1,-1,-1,-1,-1,-1,-1000
708,vector.of_fn._sunfold,-1,-1,-1,-1,-1,-1,200
709,vector.elim._sunfold,-1,-1,-1,-1,-1,-1,200
710,nat.succ_add,-1,-1,-1,-1,-1,-1,0
711,nat.zero_lt_one_add,-1,-1,-1,-1,-1,-1,200
712,int.coe_nat_add,-1,-1,-1,-1,-1,-1,-1000
713,name.rec_on,-1,-1,-1,-1,-1,-1,200
714,expr.coord.has_lt.equations._eqn_1,456009,166980,186333,0,44794,44794,0
715,nat.bodd_succ,-1,-1,-1,-1,-1,-1,-1000
716,monad.mk.sizeof_spec,-1,-1,-1,-1,-1,-1,0
717,int.coe_nat_mul,-1,-1,-1,-1,-1,-1,-1000
718,vector.map_accumr._sunfold,-1,-1,-1,-1,-1,-1,200
719,unsigned.has_le,-1,-1,-1,-1,-1,-1,200
721,unsigned.decidable_eq,-1,-1,-1,-1,-1,-1,200
722,vector.tail.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
723,interactive.loc.has_sizeof_inst,-1,-1,-1,-1,-1,-1,200
724,ematch_config.max_instances._default.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
725,occurrences.contains._main.equations._eqn_1,58236,7563,26539,0,5014,5014,0
726,name.get_prefix,-1,-1,-1,-1,-1,-1,200
727,int.add_one_le_of_lt,157908,89505,74465,1,19516,19516,0
728,int.add.equations._eqn_4,-1,-1,-1,-1,-1,-1,-1000
729,vector.elim._match_1.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
730,smt_pre_config.sizeof,-1,-1,-1,-1,-1,-1,200
731,int.of_nat_add_of_nat,-1,-1,-1,-1,-1,-1,-1000
732,list.has_decidable_lt._main.equations._eqn_2,118908,18632,56497,0,9987,9987,0
733,int.neg_succ_of_nat_add_neg_succ_of_nat,-1,-1,-1,-1,-1,-1,-1000
734,list.has_decidable_lt.equations._eqn_1,135206,21386,61970,0,11912,11912,0
735,list.has_decidable_lt.equations._eqn_3,143505,24860,66039,0,13281,13281,0
736,nat.bit1_succ_eq,-1,-1,-1,-1,-1,-1,-1000
737,vector.nth._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
738,vector.of_fn._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
739,int.mul._main.equations._eqn_3,-1,-1,-1,-1,-1,-1,-1000
740,dlist.concat._sunfold,-1,-1,-1,-1,-1,-1,200
741,int.neg_succ_of_nat_of_nat,-1,-1,-1,-1,-1,-1,-1000
742,vector.eq,-1,-1,-1,-1,-1,-1,200
743,int.add._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
744,name.get_prefix._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
745,nat.decidable_le._sunfold,-1,-1,-1,-1,-1,-1,-1000
746,dlist.append,-1,-1,-1,-1,-1,-1,200
747,name.get_prefix._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
748,name.get_prefix._main.equations._eqn_3,-1,-1,-1,-1,-1,-1,200
749,nat.one_lt_bit0,-1,-1,-1,-1,-1,-1,-1000
750,nat.div2_succ,-1,-1,-1,-1,-1,-1,-1000
751,list.filter_sublist,-1,-1,-1,-1,-1,-1,-1000
752,int.sub_eq_add_neg,-1,-1,-1,-1,-1,-1,-1000
753,vector.drop._main,-1,-1,-1,-1,-1,-1,200
754,int.le.intro_sub,-1,-1,-1,-1,-1,-1,0
755,vector.map._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
756,list.decidable_mem._sunfold,-1,-1,-1,-1,-1,-1,-1000
757,reader_t.alternative,-1,-1,-1,-1,-1,-1,-1000
758,rsimp.config.mk.sizeof_spec,-1,-1,-1,-1,-1,-1,200
759,nat.div,-1,-1,-1,-1,-1,-1,-1000
760,int.div.equations._eqn_3,71465,9840,36081,0,6357,6357,0
761,int.fmod.equations._eqn_2,71465,10196,32838,0,6241,6241,0
762,io.put_str_ln,-1,-1,-1,-1,-1,-1,200
763,io.print_ln,-1,-1,-1,-1,-1,-1,200
764,nat.zero_sub,-1,-1,-1,-1,-1,-1,0
765,name.mk_numeral.sizeof_spec,-1,-1,-1,-1,-1,-1,200
767,smt_pre_config.mk.sizeof_spec,-1,-1,-1,-1,-1,-1,200
768,dlist.append._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
769,list.has_decidable_lt,-1,-1,-1,-1,-1,-1,-1000
770,vector.drop._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
771,list.bex_cons,-1,-1,-1,-1,-1,-1,-1000
772,list.union.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
773,int.has_lt.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
774,tactic.interactive.case_tag.pi.sizeof_spec,-1,-1,-1,-1,-1,-1,200
777,name.no_confusion_type,-1,-1,-1,-1,-1,-1,200
778,nat.bit1_val,-1,-1,-1,-1,-1,-1,200
779,list.has_decidable_lt._match_1.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
780,nat.add_assoc,-1,-1,-1,-1,-1,-1,-1000
781,list.append_assoc,-1,-1,-1,-1,-1,-1,-1000
783,name.no_confusion,-1,-1,-1,-1,-1,-1,200
784,list.nth_le._main.equations._eqn_3,-1,-1,-1,-1,-1,-1,-1000
785,list.mem_append,-1,-1,-1,-1,-1,-1,-1000
786,list.repr_aux._main,-1,-1,-1,-1,-1,-1,200
787,string.to_nat,-1,-1,-1,-1,-1,-1,200
788,nat.bodd_add,-1,-1,-1,-1,-1,-1,-1000
789,nat.lt_ge_by_cases.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
790,nat.has_mod.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
791,dlist.to_list_concat,-1,-1,-1,-1,-1,-1,200
792,nat.bit_val,-1,-1,-1,-1,-1,-1,200
793,int.neg_eq_neg_one_mul,-1,-1,-1,-1,-1,-1,200
794,name.mk_string.inj,-1,-1,-1,-1,-1,-1,200
795,string.iterator.curr._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
796,string.iterator.curr.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
