name,r1cs_size,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
add_con.has_Inf,-1,-1,-1,-1,-1,-1,-1000
submonoid.coe_copy,216741,173618,98992,3,30197,30197,0
vector.flip.traversable,-1,-1,-1,-1,-1,-1,200
int.shiftl._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
tactic.tactic_script.work.sizeof_spec,-1,-1,-1,-1,-1,-1,200
norm_num.int_div_neg,-1,-1,-1,-1,-1,-1,200
rel_embedding.is_well_order,-1,-1,-1,-1,-1,-1,-1000
list.cyclic_permutations_of_ne_nil,-1,-1,-1,-1,-1,-1,-1000
add_hom.comp,-1,-1,-1,-1,-1,-1,-1000
submonoid.has_bot.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
equiv.option_subtype._proof_7,98736,21835,47485,0,9004,9004,0
list.is_prefix.map,-1,-1,-1,-1,-1,-1,200
tactic.itauto.prop.has_lt.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
add_mem_class.subtype.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
list.pairwise_reverse,-1,-1,-1,-1,-1,-1,200
name.map_prefix,-1,-1,-1,-1,-1,-1,200
vector.elim._sunfold,-1,-1,-1,-1,-1,-1,-1000
int.of_nat_add_neg_succ_of_nat_of_lt,-1,-1,-1,-1,-1,-1,200
bool.to_bool_or,-1,-1,-1,-1,-1,-1,-1000
con.comap.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
int.one_mul,-1,-1,-1,-1,-1,-1,200
znum.mul._main.equations._eqn_9,-1,-1,-1,-1,-1,-1,-1000
num.gcd,-1,-1,-1,-1,-1,-1,-1000
add_con.prod,-1,-1,-1,-1,-1,-1,-1000
pos_num.divmod._main.equations._eqn_2,-1,-1,-1,-1,-1,-1,-1000
monoid_hom.mrange_restrict._proof_1,-1,-1,-1,-1,-1,-1,-1000
list.mem_pure,-1,-1,-1,-1,-1,-1,-1000
equiv.sigma_equiv_option_of_inhabited,-1,-1,-1,-1,-1,-1,-1000
nat.add_le_add_left,-1,-1,-1,-1,-1,-1,-1000
list.sublists_aux_eq_foldr.aux,-1,-1,-1,-1,-1,-1,-1000
monoid_with_zero_hom.with_top_map._proof_1,-1,-1,-1,-1,-1,-1,-1000
subsemigroup.mem_map_of_mem,-1,-1,-1,-1,-1,-1,-1000
list.last_eq_of_concat_eq,-1,-1,-1,-1,-1,-1,-1000
submonoid.prod_equiv.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
list.insert_of_not_mem,-1,-1,-1,-1,-1,-1,-1000
monoid_hom.comp._proof_2,-1,-1,-1,-1,-1,-1,-1000
add_submonoid.copy.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
star_mul_aut.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
submonoid.comap._proof_2,-1,-1,-1,-1,-1,-1,-1000
list.reduce_option_map,-1,-1,-1,-1,-1,-1,-1000
preorder.to_has_lt,-1,-1,-1,-1,-1,-1,200
equiv_functor.rec_on,-1,-1,-1,-1,-1,-1,200
nat.le_of_add_le_add_right,-1,-1,-1,-1,-1,-1,-1000
list.filter_map_append,-1,-1,-1,-1,-1,-1,-1000
tactic_doc.tactic.conv,-1,-1,-1,-1,-1,-1,200
set.mem_Iio,-1,-1,-1,-1,-1,-1,200
tree.repr._main,-1,-1,-1,-1,-1,-1,200
linarith.comp_source.to_string,-1,-1,-1,-1,-1,-1,200
is_lawful_functor.map_const_eq,-1,-1,-1,-1,-1,-1,200
linarith.linexp.cmp._main.equations._eqn_4,-1,-1,-1,-1,-1,-1,-1000
function.surjective.has_distrib_neg._proof_2,-1,-1,-1,-1,-1,-1,-1000
tactic_doc.tactic.show,-1,-1,-1,-1,-1,-1,200
bdd_above.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
congr_arg_kind.to_string,-1,-1,-1,-1,-1,-1,200
list.argmin,-1,-1,-1,-1,-1,-1,200
additive.of_mul_le,-1,-1,-1,-1,-1,-1,200
tactic_doc.tactic.congr,-1,-1,-1,-1,-1,-1,200
rel_embedding.sum_lift_rel_map._proof_2,-1,-1,-1,-1,-1,-1,-1000
category_theory.is_split_epi.cases_on,-1,-1,-1,-1,-1,-1,200
tactic_doc.tactic.injections,-1,-1,-1,-1,-1,-1,200
add_monoid_hom.with_bot_map.equations._eqn_1,-1,-1,-1,-1,-1,-1,-1000
ge_of_eq,-1,-1,-1,-1,-1,-1,200
monoid_with_zero_hom.coe_eq_to_monoid_hom,-1,-1,-1,-1,-1,-1,-1000
list.subperm.cons,-1,-1,-1,-1,-1,-1,-1000
add_right_cancel_monoid.sizeof,-1,-1,-1,-1,-1,-1,200
submonoid.subtype._proof_2,-1,-1,-1,-1,-1,-1,-1000
with_zero.comm_semigroup._match_1.equations._eqn_3,-1,-1,-1,-1,-1,-1,-1000
traversable.pure_transformation,-1,-1,-1,-1,-1,-1,200
set.ord_connected.rec_on,-1,-1,-1,-1,-1,-1,200
rbtree.rev_fold.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
add_submonoid.coe_map,-1,-1,-1,-1,-1,-1,-1000
string.quote_aux,-1,-1,-1,-1,-1,-1,200
auto.classical_normalize_lemma_names,-1,-1,-1,-1,-1,-1,200
monoid_hom.to_mul_equiv_apply,-1,-1,-1,-1,-1,-1,-1000
set.Ici.order_bot._proof_1,-1,-1,-1,-1,-1,-1,200
rbtree.empty.equations._eqn_3,-1,-1,-1,-1,-1,-1,200
set.bounded_le_Icc,-1,-1,-1,-1,-1,-1,200
CommRing.comm_ring,-1,-1,-1,-1,-1,-1,200
tactic_doc.tactic.specialize,-1,-1,-1,-1,-1,-1,200
non_unital_comm_semiring.sizeof,-1,-1,-1,-1,-1,-1,200
set.Ioo.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
category_theory.bundled_hom.map._proof_1,-1,-1,-1,-1,-1,-1,200
non_unital_semiring.add_assoc,-1,-1,-1,-1,-1,-1,200
add_hom.coe_fn,-1,-1,-1,-1,-1,-1,-1000
add_submonoid.equiv_map_of_injective,-1,-1,-1,-1,-1,-1,-1000
expr.coord.repr.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
category_theory.eq_to_hom,-1,-1,-1,-1,-1,-1,200
galois_coinsertion.choice,-1,-1,-1,-1,-1,-1,200
equiv.set.range_splitting_image_equiv._proof_4,-1,-1,-1,-1,-1,-1,200
left_cancel_monoid.mk.sizeof_spec,-1,-1,-1,-1,-1,-1,200
prod.mk_le_mk_iff_left,-1,-1,-1,-1,-1,-1,200
multiset.noncomm_sum._proof_1,-1,-1,-1,-1,-1,-1,200
rbmap.max.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
non_unital_semiring.no_confusion_type,-1,-1,-1,-1,-1,-1,200
category_theory.category.id_comp,-1,-1,-1,-1,-1,-1,200
is_succ_archimedean.cases_on,-1,-1,-1,-1,-1,-1,200
rbmap.empty.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
add_le_of_nonpos_of_le,-1,-1,-1,-1,-1,-1,200
partial_order.sizeof,-1,-1,-1,-1,-1,-1,200
add_tsub_le_left,-1,-1,-1,-1,-1,-1,200
tactic.interactive.case_tag.to_string,-1,-1,-1,-1,-1,-1,200
module.add_comm_monoid_to_add_comm_group._proof_9,-1,-1,-1,-1,-1,-1,200
division_ring.nat_cast._default,-1,-1,-1,-1,-1,-1,200
ne_of_gt,-1,-1,-1,-1,-1,-1,200
rbmap.mem.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
le_mul_of_le_mul_of_nonneg_right,-1,-1,-1,-1,-1,-1,200
multiplicative.monoid._proof_2,-1,-1,-1,-1,-1,-1,200
category_theory.section_,-1,-1,-1,-1,-1,-1,200
image2_lower_bounds_lower_bounds_subset,-1,-1,-1,-1,-1,-1,200
add_comm_monoid.add_comm,-1,-1,-1,-1,-1,-1,200
rbtree.from_list.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
partial_order.lt_iff_le_not_le,-1,-1,-1,-1,-1,-1,200
tactic.interactive.case_tag.to_string._sunfold,-1,-1,-1,-1,-1,-1,200
comm_semiring.rec_on,-1,-1,-1,-1,-1,-1,200
division_semiring.nat_cast._default,-1,-1,-1,-1,-1,-1,200
category_theory.mono.right_cancellation,-1,-1,-1,-1,-1,-1,200
non_assoc_ring.nat_cast._default,-1,-1,-1,-1,-1,-1,200
mul_le_of_mul_le_of_nonneg_right,-1,-1,-1,-1,-1,-1,200
cancel_monoid.mk.inj_arrow,-1,-1,-1,-1,-1,-1,200
bdd_above_Ioo,-1,-1,-1,-1,-1,-1,200
semilattice_sup.mk',-1,-1,-1,-1,-1,-1,2
strict_mono.dual_left,-1,-1,-1,-1,-1,-1,200
monoid_with_zero.to_semigroup_with_zero.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
function.injective.add_monoid._proof_3,-1,-1,-1,-1,-1,-1,200
category_theory.hom_inv_id_apply,-1,-1,-1,-1,-1,-1,200
set.ord_connected_pi,-1,-1,-1,-1,-1,-1,200
add_comm_monoid_with_one.nat_cast,-1,-1,-1,-1,-1,-1,200
linear_order_of_STO._proof_7,-1,-1,-1,-1,-1,-1,200
set.Ioc_subset_Ioc_right,-1,-1,-1,-1,-1,-1,200
non_assoc_ring.nat_cast._default.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
linear_ordered_field.div._default.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
set.Icc.order_top,-1,-1,-1,-1,-1,-1,200
function.surjective.monoid._proof_1,-1,-1,-1,-1,-1,-1,200
comm_semiring.cases_on,-1,-1,-1,-1,-1,-1,200
non_assoc_semiring.nsmul_succ',-1,-1,-1,-1,-1,-1,2
non_unital_ring_hom.id,-1,-1,-1,-1,-1,-1,200
mul_distrib_mul_action.cases_on,-1,-1,-1,-1,-1,-1,200
add_submonoid.mem_center_iff,-1,-1,-1,-1,-1,-1,200
distrib_mul_action_hom_class.coe,-1,-1,-1,-1,-1,-1,200
function.surjective.monoid._proof_3,-1,-1,-1,-1,-1,-1,200
succ_order.mk.inj_arrow,-1,-1,-1,-1,-1,-1,200
add_comm_monoid_with_one.one,-1,-1,-1,-1,-1,-1,200
lt_mul_of_lt_of_one_lt_of_pos,-1,-1,-1,-1,-1,-1,200
ulift.comm_monoid_with_zero._proof_4,-1,-1,-1,-1,-1,-1,200
is_atomic.cases_on,-1,-1,-1,-1,-1,-1,200
order_hom.diag_coe,-1,-1,-1,-1,-1,-1,200
AddCommMon.comm_monoid.to_monoid.category_theory.bundled_hom.parent_projection,-1,-1,-1,-1,-1,-1,200
set.Ici.no_max_order,-1,-1,-1,-1,-1,-1,200
order_hom.fst.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
linear_ordered_cancel_add_comm_monoid.zero,-1,-1,-1,-1,-1,-1,200
category_theory.functor.has_sizeof_inst,-1,-1,-1,-1,-1,-1,200
category_theory.cancel_epi_id,-1,-1,-1,-1,-1,-1,200
decidable_lt_of_decidable_le._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
additive.add_comm_monoid._proof_1,-1,-1,-1,-1,-1,-1,200
galois_coinsertion.of_dual.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
star_semigroup.to_star_module,-1,-1,-1,-1,-1,-1,200
category_theory.iso.mk.inj,-1,-1,-1,-1,-1,-1,200
category_theory.ulift_category._proof_3,-1,-1,-1,-1,-1,-1,200
canonically_linear_ordered_monoid.max._default.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
add_comm_monoid_with_one.mk.inj_arrow,-1,-1,-1,-1,-1,-1,200
category_theory.comp_apply,-1,-1,-1,-1,-1,-1,200
semifield.mul_one,-1,-1,-1,-1,-1,-1,200
eq.decidable.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
prod.add_action._match_1,-1,-1,-1,-1,-1,-1,200
category_theory.End.group._proof_2,-1,-1,-1,-1,-1,-1,200
ordered_cancel_add_comm_monoid.le_refl,-1,-1,-1,-1,-1,-1,200
multiplicative.left_cancel_monoid.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
category_theory.comm_sq.subsingleton_lift_struct_of_epi,-1,-1,-1,-1,-1,-1,200
list.prod_repeat,-1,-1,-1,-1,-1,-1,200
category_theory.induced_category.groupoid._proof_2,-1,-1,-1,-1,-1,-1,200
multilinear_map.has_zero._proof_1,-1,-1,-1,-1,-1,-1,200
linear_ordered_comm_monoid.npow_zero',-1,-1,-1,-1,-1,-1,2
category_theory.eq_to_iso.hom,-1,-1,-1,-1,-1,-1,200
non_zero_divisors.ne_zero,-1,-1,-1,-1,-1,-1,200
linear_ordered_cancel_comm_monoid.npow_succ',-1,-1,-1,-1,-1,-1,2
prod.left_cancel_monoid._proof_3,-1,-1,-1,-1,-1,-1,200
star_ordered_ring.add_le_add_left,-1,-1,-1,-1,-1,-1,200
positive.subtype.add_comm_semigroup._proof_2,-1,-1,-1,-1,-1,-1,200
linear_ordered_cancel_add_comm_monoid.lt_iff_le_not_le,-1,-1,-1,-1,-1,-1,200
positive.covariant_class_add_lt,-1,-1,-1,-1,-1,-1,200
group_with_zero.zpow_succ',-1,-1,-1,-1,-1,-1,2
units.copy._proof_2,-1,-1,-1,-1,-1,-1,200
add_subgroup_class.rec_on,-1,-1,-1,-1,-1,-1,200
group_with_zero.mk.inj,-1,-1,-1,-1,-1,-1,200
semiring.to_monoid_with_zero,-1,-1,-1,-1,-1,-1,200
category_theory.has_lifting_property.of_left_iso,-1,-1,-1,-1,-1,-1,200
prod.mul_distrib_mul_action._proof_2,-1,-1,-1,-1,-1,-1,200
comm_semiring.to_comm_monoid_with_zero._proof_2,-1,-1,-1,-1,-1,-1,200
monoid_hom.inverse.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
category_theory.uniform_prod,-1,-1,-1,-1,-1,-1,200
ring_equiv.of_hom_inv'._proof_4,-1,-1,-1,-1,-1,-1,2
complete_semilattice_Sup.le_Sup,-1,-1,-1,-1,-1,-1,200
not_is_unit_zero,-1,-1,-1,-1,-1,-1,200
right_cancel_semigroup.covariant_swap_mul_lt_of_covariant_swap_mul_le.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
submonoid.center.comm_monoid._proof_4,-1,-1,-1,-1,-1,-1,200
pow_monoid_with_zero_hom._proof_3,-1,-1,-1,-1,-1,-1,200
function.surjective.add_comm_monoid._proof_4,-1,-1,-1,-1,-1,-1,200
function.injective.sub_neg_monoid._proof_3,-1,-1,-1,-1,-1,-1,200
units_equiv_prod_subtype,-1,-1,-1,-1,-1,-1,200
add_localization.zero_rel,-1,-1,-1,-1,-1,-1,200
comm_semiring.to_comm_monoid_with_zero._proof_8,-1,-1,-1,-1,-1,-1,200
punit.add_comm_group.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
add_group.no_confusion,-1,-1,-1,-1,-1,-1,200
add_units.partial_order,-1,-1,-1,-1,-1,-1,200
division_comm_monoid.mul_assoc,-1,-1,-1,-1,-1,-1,200
flag.linear_order._proof_10,-1,-1,-1,-1,-1,-1,200
eq_divp_iff_mul_eq,-1,-1,-1,-1,-1,-1,200
is_add_unit.add_coe_neg,-1,-1,-1,-1,-1,-1,200
buffer.iterate._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
list.decidable_suffix._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
array.to_list.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
submonoid.left_inv.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
function.injective.cancel_monoid_with_zero._proof_3,-1,-1,-1,-1,-1,-1,200
category_theory.prod.fst_obj,-1,-1,-1,-1,-1,-1,200
add_monoid_hom_lequiv_nat._proof_1,-1,-1,-1,-1,-1,-1,200
d_array.rev_iterate,-1,-1,-1,-1,-1,-1,200
prod.semiring._proof_4,-1,-1,-1,-1,-1,-1,200
is_simple_order.complete_lattice._proof_10,-1,-1,-1,-1,-1,-1,200
canonically_ordered_add_monoid.cases_on,-1,-1,-1,-1,-1,-1,200
list.length_filter_le,-1,-1,-1,-1,-1,-1,200
monoid_hom.has_mul._proof_2,-1,-1,-1,-1,-1,-1,200
galois_insertion.lift_semilattice_inf._proof_1,-1,-1,-1,-1,-1,-1,200
category_theory.bundled_hom.concrete_category._proof_3,-1,-1,-1,-1,-1,-1,200
non_unital_ring.zsmul_zero',-1,-1,-1,-1,-1,-1,2
category_theory.iso.AddMon_iso_to_add_equiv.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
canonically_linear_ordered_add_monoid.sizeof,-1,-1,-1,-1,-1,-1,200
prod.non_assoc_semiring._proof_1,-1,-1,-1,-1,-1,-1,200
codisjoint.mono_left,-1,-1,-1,-1,-1,-1,200
char.linear_order._proof_9,-1,-1,-1,-1,-1,-1,200
prod.ordered_add_comm_monoid._proof_8,-1,-1,-1,-1,-1,-1,200
submonoid.from_left_inv,-1,-1,-1,-1,-1,-1,200
set.Icc.semilattice_sup._proof_1,-1,-1,-1,-1,-1,-1,200
linear_ordered_add_comm_monoid_with_top.max,-1,-1,-1,-1,-1,-1,200
category_theory.functor.split_epi_equiv._proof_3,-1,-1,-1,-1,-1,-1,200
linear_ordered_cancel_add_comm_monoid.add_le_add_left,-1,-1,-1,-1,-1,-1,200
add_submonoid.from_left_neg,-1,-1,-1,-1,-1,-1,200
monoid_hom.coprod_apply,-1,-1,-1,-1,-1,-1,200
subtraction_comm_monoid.add_comm,-1,-1,-1,-1,-1,-1,200
canonically_linear_ordered_semifield.max,-1,-1,-1,-1,-1,-1,200
submonoid.localization_map.sec_spec,-1,-1,-1,-1,-1,-1,200
nat.mod_add_div',-1,-1,-1,-1,-1,-1,2
ring_hom.to_algebra',-1,-1,-1,-1,-1,-1,2
subalgebra.centralizer._proof_4,-1,-1,-1,-1,-1,-1,200
prod.non_unital_semiring._proof_5,-1,-1,-1,-1,-1,-1,200
exists_le_and_iff_exists,-1,-1,-1,-1,-1,-1,200
add_units.add_zero_class,-1,-1,-1,-1,-1,-1,200
non_unital_ring_hom.coe_comp_add_monoid_hom,-1,-1,-1,-1,-1,-1,200
bit0_eq_zero,-1,-1,-1,-1,-1,-1,200
non_assoc_ring.neg,-1,-1,-1,-1,-1,-1,200
basis.equiv'._proof_10,-1,-1,-1,-1,-1,-1,2
fin.partial_prod_zero,-1,-1,-1,-1,-1,-1,200
comm_ring.mul,-1,-1,-1,-1,-1,-1,200
le_inf_iff,-1,-1,-1,-1,-1,-1,200
set.Iic.semilattice_sup.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
ordered_cancel_add_comm_monoid.lt_of_add_lt_add_left,-1,-1,-1,-1,-1,-1,200
linear_map.to_fun,-1,-1,-1,-1,-1,-1,200
multilinear_map.uncurry_right._proof_2,-1,-1,-1,-1,-1,-1,200
has_lt.lt.is_order_connected,-1,-1,-1,-1,-1,-1,200
with_zero.linear_ordered_comm_monoid_with_zero._proof_15,-1,-1,-1,-1,-1,-1,200
ordered_comm_semiring.cases_on,-1,-1,-1,-1,-1,-1,200
function.injective.sub_neg_monoid._proof_6,-1,-1,-1,-1,-1,-1,200
additive.linear_ordered_add_comm_monoid._proof_3,-1,-1,-1,-1,-1,-1,200
tensor_product.has_smul._proof_1,-1,-1,-1,-1,-1,-1,200
add_units.add_group._proof_17,-1,-1,-1,-1,-1,-1,200
additive.ordered_add_comm_monoid.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
order_dual.semilattice_sup.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
linear_map.module.End.has_one.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
function.surjective.comm_monoid_with_zero.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
subalgebra.has_sizeof_inst,-1,-1,-1,-1,-1,-1,200
mul_semiring_action_hom.sizeof,-1,-1,-1,-1,-1,-1,200
add_submonoid.to_ordered_add_comm_monoid._proof_4,-1,-1,-1,-1,-1,-1,200
linear_ordered_semifield.one_mul,-1,-1,-1,-1,-1,-1,200
complete_lattice.le_sup_left,-1,-1,-1,-1,-1,-1,200
nat.le_of_mul_le_mul_left,-1,-1,-1,-1,-1,-1,200
linear_ordered_add_comm_monoid_with_top.le_refl,-1,-1,-1,-1,-1,-1,200
has_lt.lt.is_trichotomous.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
multiplicative.linear_ordered_comm_monoid._proof_7,-1,-1,-1,-1,-1,-1,200
mul_semiring_action_hom.no_confusion_type,-1,-1,-1,-1,-1,-1,200
is_linear_map.rec_on,-1,-1,-1,-1,-1,-1,200
non_assoc_ring.has_sizeof_inst,-1,-1,-1,-1,-1,-1,200
subsemiring_class.nontrivial.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
disjoint.of_disjoint_inf_of_le,-1,-1,-1,-1,-1,-1,200
subalgebra.mul_mem',-1,-1,-1,-1,-1,-1,2
prod.module._match_1,-1,-1,-1,-1,-1,-1,200
ordered_comm_semiring.add_assoc,-1,-1,-1,-1,-1,-1,200
prod.comm_semiring._proof_3,-1,-1,-1,-1,-1,-1,200
disjoint.eq_bot_of_self,-1,-1,-1,-1,-1,-1,200
Prop.heyting_algebra._proof_1,-1,-1,-1,-1,-1,-1,200
mul_opposite.add_group._proof_5,-1,-1,-1,-1,-1,-1,200
is_weak_lower_modular_lattice.inf_covby_of_covby_covby_sup,-1,-1,-1,-1,-1,-1,200
add_one_zsmul,-1,-1,-1,-1,-1,-1,200
order_dual.linear_ordered_add_comm_monoid._proof_10,-1,-1,-1,-1,-1,-1,200
is_fraction_ring.to_field._proof_68,-1,-1,-1,-1,-1,-1,200
function.surjective.add_monoid_with_one,-1,-1,-1,-1,-1,-1,200
add_torsor.rec_on,-1,-1,-1,-1,-1,-1,200
rand_nat.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
_private.4071477653.rand_nat_aux._match_1.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
ordered_semiring.left_distrib,-1,-1,-1,-1,-1,-1,200
canonically_linear_ordered_monoid.le_antisymm,-1,-1,-1,-1,-1,-1,200
star_ordered_ring.ordered_add_comm_group._proof_2,-1,-1,-1,-1,-1,-1,200
_private.806775313.neg_eq_of_add,-1,-1,-1,-1,-1,-1,200
ordered_comm_group.one,-1,-1,-1,-1,-1,-1,200
with_top.add_comm_monoid_with_one._proof_6,-1,-1,-1,-1,-1,-1,200
mul_semiring_action_hom.mk.sizeof_spec,-1,-1,-1,-1,-1,-1,200
fin.has_sub,-1,-1,-1,-1,-1,-1,200
fin.has_mul,-1,-1,-1,-1,-1,-1,200
category_theory.comm_sq.has_lift.iff_op,-1,-1,-1,-1,-1,-1,200
submonoid.from_left_inv_mul,-1,-1,-1,-1,-1,-1,200
contravariant_mul_lt_of_covariant_mul_le.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
ring_hom.comp,-1,-1,-1,-1,-1,-1,200
subtype.lattice,-1,-1,-1,-1,-1,-1,200
category_theory.Aut.group._proof_11,-1,-1,-1,-1,-1,-1,200
category_theory.functor.left_op_faithful.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
is_fraction_ring.to_field._proof_27,-1,-1,-1,-1,-1,-1,200
smul_ne_zero,-1,-1,-1,-1,-1,-1,200
add_comm_group.positive_cone.pos,-1,-1,-1,-1,-1,-1,200
basis.equiv'._proof_6,-1,-1,-1,-1,-1,-1,2
linear_map.inhabited,-1,-1,-1,-1,-1,-1,200
ring_hom.cod_restrict._proof_4,-1,-1,-1,-1,-1,-1,200
canonically_linear_ordered_monoid.le_total,-1,-1,-1,-1,-1,-1,200
submonoid.is_unit.submonoid.group._proof_1,-1,-1,-1,-1,-1,-1,200
complete_lattice.to_conditionally_complete_lattice._proof_2,-1,-1,-1,-1,-1,-1,200
linear_equiv.arrow_congr._proof_39,-1,-1,-1,-1,-1,-1,200
AddGroup.has_forget_to_AddMon.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
function.injective.add_group._proof_3,-1,-1,-1,-1,-1,-1,200
linear_ordered_add_comm_group_with_top.nsmul_zero',-1,-1,-1,-1,-1,-1,2
galois_insertion.lift_complete_lattice._proof_17,-1,-1,-1,-1,-1,-1,200
tensor_product.congr._proof_13,-1,-1,-1,-1,-1,-1,200
bit0_neg,-1,-1,-1,-1,-1,-1,200
tensor_product.tensor_tensor_tensor_assoc._proof_11,-1,-1,-1,-1,-1,-1,200
tensor_product.congr._proof_6,-1,-1,-1,-1,-1,-1,200
linear_map.default_def,-1,-1,-1,-1,-1,-1,200
basis.smul._proof_5,-1,-1,-1,-1,-1,-1,200
supr_mono',-1,-1,-1,-1,-1,-1,2
algebra.tensor_product.alg_equiv_of_linear_equiv_tensor_product._proof_3,-1,-1,-1,-1,-1,-1,200
subalgebra.to_submodule_equiv._proof_2,-1,-1,-1,-1,-1,-1,200
tensor_product.assoc._proof_1,-1,-1,-1,-1,-1,-1,200
additive.ordered_cancel_add_comm_monoid.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
function.injective.add_comm_group._proof_3,-1,-1,-1,-1,-1,-1,200
function.injective.add_comm_group._proof_2,-1,-1,-1,-1,-1,-1,200
le_infi₂,-1,-1,-1,-1,-1,-1,200
canonically_linear_ordered_add_monoid.add_le_add_left,-1,-1,-1,-1,-1,-1,200
fin.linear_order._proof_1,-1,-1,-1,-1,-1,-1,200
infi₂_le_of_le,-1,-1,-1,-1,-1,-1,200
module.core.one_smul,-1,-1,-1,-1,-1,-1,200
is_local_ring_hom_comp,-1,-1,-1,-1,-1,-1,200
int.le_sub_one_of_lt,-1,-1,-1,-1,-1,-1,200
add_submonoid.to_ordered_cancel_add_comm_monoid._proof_4,-1,-1,-1,-1,-1,-1,200
linear_map.is_proj.drec,-1,-1,-1,-1,-1,-1,200
additive.linear_ordered_add_comm_monoid_with_top._proof_16,-1,-1,-1,-1,-1,-1,200
ring.nat_cast_succ,-1,-1,-1,-1,-1,-1,200
submodule.to_add_submonoid_injective,-1,-1,-1,-1,-1,-1,200
div_mul_cancel',-1,-1,-1,-1,-1,-1,2
generalized_heyting_algebra.inf_le_right,-1,-1,-1,-1,-1,-1,200
int.land.equations._eqn_4,-1,-1,-1,-1,-1,-1,200
int.land.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
function.surjective.group_with_zero._proof_9,-1,-1,-1,-1,-1,-1,200
eq_inv_of_mul_eq_one_left,-1,-1,-1,-1,-1,-1,200
order_dual.complete_lattice._proof_2,-1,-1,-1,-1,-1,-1,200
is_compl_to_dual_iff,-1,-1,-1,-1,-1,-1,200
is_simple_order.lattice.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
submonoid.localization_map.inv_inj,-1,-1,-1,-1,-1,-1,200
order_hom.complete_lattice._proof_15,-1,-1,-1,-1,-1,-1,200
equiv.mul_left₀.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
linear_equiv.trans._proof_3,-1,-1,-1,-1,-1,-1,200
alternating_map.zero_apply,-1,-1,-1,-1,-1,-1,200
int.le_of_neg_le_neg,-1,-1,-1,-1,-1,-1,200
distrib_mul_action.to_linear_map_apply,-1,-1,-1,-1,-1,-1,200
int.bitwise,-1,-1,-1,-1,-1,-1,200
complete_linear_order.to_conditionally_complete_linear_order_bot._proof_1,-1,-1,-1,-1,-1,-1,200
linear_map.add_comm_group._proof_3,-1,-1,-1,-1,-1,-1,200
units.has_distrib_neg,-1,-1,-1,-1,-1,-1,200
galois_insertion.lift_complete_lattice._proof_2,-1,-1,-1,-1,-1,-1,200
nat.canonically_ordered_comm_semiring._proof_22,-1,-1,-1,-1,-1,-1,200
add_submonoid.localization_map.mk'_add_eq_mk'_of_add,-1,-1,-1,-1,-1,-1,200
set.not_mem_Ioo_of_le,-1,-1,-1,-1,-1,-1,200
heyting_algebra.compl,-1,-1,-1,-1,-1,-1,200
