name,r1cs_size,simplify_time,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
instEstimatorDataHAddThunkProd_improve,892237,18198778487,141611426286,307830552798,1044,65520433366,1057128205,1
SetCoe.forall\\',862103,17683153306,165735463425,296943622898,817,63310834335,423403320,1
Turing.TM0.Stmt.write.inj,897393,17783424169,166573487851,309653228090,963,67375491556,405500117,1
Nat.le_fib_add_one.match_1,965526,17012744991,165236388879,322074632009,969,68041586065,320076239,1
Turing.TM0.Stmt.move.inj,909356,20077934231,166186974793,316607679337,763,68039778803,416915112,1
Mathlib.NumberTheory.KummerDedekind._auxLemma.9,974568,18607959358,187013912323,331310224501,1172,72643328128,1337330368,1
minimals_mono,1012820,17991098585,216335000133,337076283213,855,74724096760,708773822,1
Mathlib.Topology.Algebra.UniformGroup._auxAddLemma.1,1030623,18813684774,209420264640,354516435747,797,79158241527,1163244805,1
Mathlib.Tactic.useLoop.match_2,1084945,19083116359,189033796091,418585644446,687,88503371575,2247371247,1
String.Range.mk.inj,1129659,17455486645,206767611482,434147195722,836,93782943654,639222830,1
Lean.JsonNumber.shiftr,1158568,17830641062,207415632010,440582699631,952,94963557932,338576486,1
PartENat.orderTop,1168521,18331469605,251732865651,446688907364,1043,100115994480,1091168533,1
Lean.Elab.Term.isLocalIdent.match_1,1269305,21398372122,243820781378,472008196104,879,105328886789,4605634868,1
Matroid.Dep,1407121,19101408964,285485367339,511399190183,833,115560760917,6253810535,1
UnionFind.rankMaxAux.proof_1,-1,32020272280,-1,-1,-1,-1,-1,1
Lean.Server.References.DocumentRefInfo.noConfusion,1448052,19897538377,349813773830,527723067117,730,123048026953,2655269934,1
Mathlib.Tactic.CC.CCCongrTheoremKey.noConfusion,1458180,22539801636,356090878828,529924004212,826,122671822857,4741276335,1
CochainComplex.HomComplex.Cocycle.leftShift.proof_1,1538689,19092628712,406745018767,559272340553,817,135918064041,1043160537,1
Mathlib.Data.List.Nodup._auxLemma.6,1490053,17769502521,471053567925,547950507351,1167,132213009033,732598427,1
Nat.ble,1686066,17557073187,437670464475,577738828721,935,139869460155,311592914,1
Lean.Meta.visitLet.visit.match_1,1621997,22642868747,432032435066,594466317748,1073,138927277880,4755601390,1
Lean.Meta.smartUnfoldingReduce.go.match_1,1757010,21717157904,424069099863,608452330365,807,142380816312,4757960678,1
Mathlib.Meta.FunProp.RefinedDiscrTree.Key.bvar.inj,1709922,19760784697,491021620632,602446903776,698,148092438025,2727081362,1
Mathlib.Data.Finset.Basic._auxLemma.96,1780135,17574798230,555908614813,627181332470,734,154697570557,770559348,1
Lean.Lsp.CreateFile.noConfusion,1851789,19730471177,619894344579,650441633159,1063,158281995389,2453315657,1
Mathlib.Computability.PartrecCode._auxLemma.4,1633411,20644210565,734688250189,593243546871,1255,168281277155,821776057,1
_private.Std.Data.List.Basic.0.List.takeWhile₂.match_2.splitter,-1,-1,-1,-1,-1,-1,-1,-1000
Lean.Elab.Info.ofTermInfo.inj,-1,-1,-1,-1,-1,-1,-1,-1000
Matrix.vecTail,-1,-1,-1,-1,-1,-1,-1,-1000
Nat.add_sub_cancel,-1,-1,-1,-1,-1,-1,-1,-1000
MLList.first,-1,-1,-1,-1,-1,-1,-1,-1000
MulMemClass.noConfusionType,-1,-1,-1,-1,-1,-1,-1,-1000
mul_dvd_mul.match_1,-1,-1,-1,-1,-1,-1,-1,-1000
Decidable.iff_iff_not_or_and_or_not,-1,-1,-1,-1,-1,-1,-1,-1000
Pell.eq_pell.match_3,-1,-1,-1,-1,-1,-1,-1,-1000
